id_queja,id_toma,categoria,descripcion,canal,prioridad,fecha_reporte,descripcion_limpia,largo_texto,categoria_modelo
QB28A8DB27B,T65187CE62C,atencion,Reporté hace hace dos semanas y todavía no viene nadie a revisar.,portal,normal,2024-04-10 11:38:00,reporté hace hace dos semanas y todavía no viene nadie a revisar.,65,atencion
Q71F959C62F,T79348D1D8C,calidad_agua,Sale amarillenta y mancha la ropa al lavar.,telefono,alta,2025-09-05 16:03:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
QD993816404,TC1EBE75CAC,fuga_calle,Fuga en la banqueta de Reforma. El agua no para y huele mal.,whatsapp,normal,2024-01-02 11:36:00,fuga en la banqueta de reforma. el agua no para y huele mal.,60,fuga_calle
Q6D92F8296F,TC653350390,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,portal,normal,2025-02-07 01:10:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q9F5F2F19BB,T0380D1AD85,fuga_calle,"REPORTO FUGA EN LA VIALIDAD DE MATAMOROS, EL AGUA CORRE HACIA LA ESQUINA.",telefono,baja,2026-05-31 13:31:00,"reporto fuga en la vialidad de matamoros, el agua corre hacia la esquina.",73,fuga_calle
QBEC5E8AFBE,TF2D53B5266,baja_presion,"No alcanza presión para el calentador, el agua llega sin fuerza.",telefono,normal,2024-02-10 12:14:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
Q4E80818113,T2A78E596A5,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,portal,normal,2026-09-05 22:36:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q1235EE6C80,T8F2163E1AC,calidad_agua,"El agua trae sedimento, se ve el fondo del vaso sucio.",portal,alta,2024-09-19 12:42:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
Q0C048692C1,T45A3829C6C,fuga_toma,La llave de banqueta gotea sin parar desde hace varios días.,portal,normal,2024-08-03 08:23:00,la llave de banqueta gotea sin parar desde hace varios días.,60,fuga_toma
Q05492B3537,T0ABCC73F5F,drenaje,"Registro de alcantarillado tapado en Matamoros, escurre a la calle.",whatsapp,normal,2024-02-11 13:14:00,"registro de alcantarillado tapado en matamoros, escurre a la calle.",67,drenaje
Q2045D8767E,T9F3D4A99A8,drenaje,"Registro de alcantarillado tapado en Matamoros, escurre a la calle.",telefono,normal,2026-04-29 12:43:00,"registro de alcantarillado tapado en matamoros, escurre a la calle.",67,drenaje
Q683D056A2F,TA6D3C701E5,fuga_calle,FUGA EN LA BANQUETA DE MORELOS. EL AGUA NO PARA Y HUELE MAL.,telefono,baja,2025-09-12 21:02:00,fuga en la banqueta de morelos. el agua no para y huele mal.,60,fuga_calle
QBBE7FB5AC7,TE33F90B286,facturacion,  Me  están  cobrando un periodo que ya había pagado en ventanilla.,telefono,alta,2025-01-05 07:48:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q660939462D,T08D24C843D,drenaje,"Registro de alcantarillado tapado en Morelos, escurre a la calle.",telefono,urgente,2024-05-29 21:03:00,"registro de alcantarillado tapado en morelos, escurre a la calle.",65,drenaje
Q01F6A264A3,T7861C2062B,facturacion,"El recibo trae un consumo que no corresponde, somos pocos en casa.",telefono,normal,2024-01-24 02:16:00,"el recibo trae un consumo que no corresponde, somos pocos en casa.",66,facturacion
Q826C938C69,T575100FEE6,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,telefono,urgente,2026-07-10 19:42:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
QFB902A0AE1,T5D0DA4A5A3,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,whatsapp,alta,2026-07-27 09:20:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
QC9544BEF3C,TD6D0D046B5,baja_presion,"No alcanza presión para el calentador, el agua llega sin fuerza.",whatsapp,normal,2025-08-17 02:13:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
QC3D2B44C5B,T47A88C447A,fuga_toma,LA LLAVE DE BANQUETA GOTEA SIN PARAR DESDE DESDE EL LUNES.,portal,normal,2026-07-27 12:58:00,la llave de banqueta gotea sin parar desde desde el lunes.,58,fuga_toma
Q5F32BB7B38,T680C591820,fuga_calle,"Hay agua saliendo en la calle Matamoros desde hace varios días, se está tirando toda.",whatsapp,urgente,2025-09-30 00:27:00,"hay agua saliendo en la calle matamoros desde hace varios días, se está tirando toda.",85,fuga_calle
Q297464F922,T66B24DDB8C,sin_agua,"Sin abasto en toda la calle 5 de Mayo, nadie tiene agua.",telefono,baja,2024-08-17 12:52:00,"sin abasto en toda la calle 5 de mayo, nadie tiene agua.",56,sin_agua
QBDEEE8CC3E,T07AC5856A4,facturacion,"El recibo trae un consumo que no corresponde, somos pocos en casa.",portal,alta,2026-04-15 04:02:00,"el recibo trae un consumo que no corresponde, somos pocos en casa.",66,facturacion
Q7EB18A80A8,TCBAFB86C54,drenaje,El drenaje de Guerrero está desbordado y huele muy mal.,portal,normal,2024-11-05 18:53:00,el drenaje de guerrero está desbordado y huele muy mal.,55,drenaje
Q721845FDE9,TEAD9E81003,fuga_calle,"Tiene hace varios días brotando agua del pavimento en 5 de Mayo, ya se hizo un charco grande.",telefono,alta,2025-01-17 15:45:00,"tiene hace varios días brotando agua del pavimento en 5 de mayo, ya se hizo un charco grande.",93,fuga_calle
Q79B2AFA83E,T328C38D103,fuga_toma,Creo que tengo una fuga: cerré todo y el medidor sigue girando.,telefono,normal,2026-03-04 20:54:00,creo que tengo una fuga: cerré todo y el medidor sigue girando.,63,fuga_toma
QF653E99F04,T3A8AE15DE9,fuga_toma,La llave de banqueta gotea sin parar desde ayer.,telefono,alta,2024-01-18 11:37:00,la llave de banqueta gotea sin parar desde ayer.,48,fuga_toma
QC4222FE0C4,T3C23C0A42C,sin_agua,"Sin abasto en toda la calle Juárez, nadie tiene agua.",telefono,normal,2026-08-13 14:16:00,"sin abasto en toda la calle juárez, nadie tiene agua.",53,sin_agua
Q42BD70A96C,TE13FCEC631,baja_presion,"  No  alcanza  presión para el calentador, el agua llega sin fuerza.",whatsapp,normal,2025-05-09 06:43:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
Q19DBF5EE8C,T8CFD079CB6,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,whatsapp,normal,2026-01-22 14:51:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q9BB9A878A2,T4C0FAA9237,atencion,Llamé varias veces y no contestan el teléfono de atención.,presencial,normal,2024-08-17 07:48:00,llamé varias veces y no contestan el teléfono de atención.,58,atencion
Q406E96AAC6,T5D1D63651A,drenaje,"Registro de alcantarillado tapado en Allende, escurre a la calle.",telefono,urgente,2025-10-27 23:08:00,"registro de alcantarillado tapado en allende, escurre a la calle.",65,drenaje
QF03B42DD50,TE62F9D24A2,baja_presion,"El agua llega con muy poca presión, no sube al tinaco.",portal,baja,2026-02-19 17:53:00,"el agua llega con muy poca presión, no sube al tinaco.",54,baja_presion
QB4E8FB7258,T5F78380FF1,fuga_calle,Fuga en la banqueta de Matamoros. El agua no para y huele mal.,telefono,urgente,2024-07-23 11:03:00,fuga en la banqueta de matamoros. el agua no para y huele mal.,62,fuga_calle
QDFF1218C27,T516D296A99,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,portal,normal,2026-02-27 07:49:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q20C5CF5539,TB3006B8F03,sin_agua,LLEVAMOS LA SEMANA PASADA SIN SERVICIO DE AGUA EN LA PRIVADA.,presencial,alta,2025-08-25 10:21:00,llevamos la semana pasada sin servicio de agua en la privada.,61,sin_agua
Q523FBAF8F8,T680C591820,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,presencial,alta,2025-12-05 19:47:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
Q542C0E4D96,T71623730B1,medidor,"Se llevaron el medidor de mi toma, ya no está en la caja.",telefono,alta,2025-11-16 08:04:00,"se llevaron el medidor de mi toma, ya no está en la caja.",57,medidor
Q5B16A9690D,T0B952300A6,facturacion,"El recibo trae un consumo que no corresponde, somos pocos en casa.",portal,baja,2024-03-05 14:31:00,"el recibo trae un consumo que no corresponde, somos pocos en casa.",66,facturacion
QB5160D6C60,T0A7DFC3903,fuga_calle,"Tiene la semana pasada brotando agua del pavimento en Independencia, ya se hizo un charco grande.",portal,normal,2025-02-13 00:49:00,"tiene la semana pasada brotando agua del pavimento en independencia, ya se hizo un charco grande.",97,fuga_calle
Q3960486740,T959B664297,drenaje,Hay aguas negras saliendo de la coladera de la esquina.,presencial,normal,2024-06-06 18:35:00,hay aguas negras saliendo de la coladera de la esquina.,55,drenaje
QA27BD284A2,T0185184B59,sin_agua,  Tercer  día  sin agua. Necesitamos saber cuándo se restablece.,presencial,normal,2024-01-05 01:07:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
Q1FED0ABA21,T353F39960E,baja_presion,"Baja presión en Allende, apenas llena una cubeta en diez minutos.",presencial,alta,2026-02-01 23:22:00,"baja presión en allende, apenas llena una cubeta en diez minutos.",65,baja_presion
Q559245B66B,T011F73020E,sin_agua,"  Sin  abasto  en toda la calle Hidalgo, nadie tiene agua.",presencial,normal,2026-07-07 15:58:00,"sin abasto en toda la calle hidalgo, nadie tiene agua.",54,sin_agua
QEFBA0BF59F,TDC0B728E72,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,whatsapp,normal,2026-03-12 07:09:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q1180B37709,T5BEF82BC17,drenaje,Se regresa el agua del drenaje hacia mi patio desde desde el lunes.,whatsapp,baja,2025-08-29 06:27:00,se regresa el agua del drenaje hacia mi patio desde desde el lunes.,67,drenaje
QD7B0D3DAB5,TB1246EBDB6,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,portal,normal,2024-02-05 00:32:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q7BC528B21E,T741A1119FA,fuga_calle,"Hay agua saliendo en la calle Guerrero desde ayer, se está tirando toda.",whatsapp,normal,2025-02-16 11:48:00,"hay agua saliendo en la calle guerrero desde ayer, se está tirando toda.",72,fuga_calle
QEDCB7F8BA2,T08D24C843D,calidad_agua,Sale amarillenta y mancha la ropa al lavar.,portal,normal,2025-09-13 09:21:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
Q893A19EC05,T97A5E4F98E,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,whatsapp,baja,2025-04-24 17:25:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
QC6FB1780B6,T5AB667FA59,sin_agua,"No llega agua a mi domicilio desde desde el lunes, los vecinos igual.",portal,urgente,2026-03-17 18:40:00,"no llega agua a mi domicilio desde desde el lunes, los vecinos igual.",69,sin_agua
QFB4F42341F,T7BF732B1D4,sin_agua,Llevamos hace varios días sin servicio de agua en la privada.,portal,alta,2024-12-28 01:03:00,llevamos hace varios días sin servicio de agua en la privada.,61,sin_agua
Q0C1D578507,T57E5EAB9B8,atencion,Mal trato del personal al preguntar por mi aclaración.,portal,normal,2024-03-09 17:28:00,mal trato del personal al preguntar por mi aclaración.,54,atencion
Q892B93EE27,T4B2228F178,calidad_agua,"Huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",presencial,normal,2025-09-16 23:02:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
Q9E76AC86C6,T6492EC951E,sin_agua,Llevamos hace varios días sin servicio de agua en la privada.,telefono,normal,2024-07-19 10:57:00,llevamos hace varios días sin servicio de agua en la privada.,61,sin_agua
Q38C0C556ED,TAE21909B09,drenaje,Hay aguas negras saliendo de la coladera de la esquina.,telefono,normal,2025-04-12 10:22:00,hay aguas negras saliendo de la coladera de la esquina.,55,drenaje
QA856425451,TCB96D14BFD,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,telefono,alta,2025-06-03 06:22:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
QFC5CC9AEA9,TE7D390D6E1,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,portal,urgente,2024-08-11 06:12:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
QE934F47FCD,T771EC6B537,calidad_agua,Sale amarillenta y mancha la ropa al lavar.,presencial,alta,2024-04-10 01:14:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
QF4D6C23842,T0E572DDC2C,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,telefono,baja,2025-02-27 18:46:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
Q5BDEB11121,TF62BDC6E96,baja_presion,"No alcanza presión para el calentador, el agua llega sin fuerza.",portal,normal,2024-01-23 01:37:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
Q6838AC6DB9,T6F621D315F,medidor,El medidor no marca nada aunque sí tengamos agua.,portal,baja,2024-06-18 17:09:00,el medidor no marca nada aunque sí tengamos agua.,49,medidor
Q38CBC2EBC4,TC71E645A97,medidor,"Se llevaron el medidor de mi toma, ya no está en la caja.",portal,baja,2025-05-07 07:10:00,"se llevaron el medidor de mi toma, ya no está en la caja.",57,medidor
Q26376A8E31,T62F138B69F,fuga_calle,"HAY AGUA SALIENDO EN LA CALLE REFORMA DESDE HACE VARIOS DÍAS, SE ESTÁ TIRANDO TODA.",portal,baja,2026-03-17 11:54:00,"hay agua saliendo en la calle reforma desde hace varios días, se está tirando toda.",83,fuga_calle
Q604602BEE7,T3DBD424B8F,sin_agua,Llevamos desde el lunes sin servicio de agua en la privada.,whatsapp,alta,2024-04-17 18:50:00,llevamos desde el lunes sin servicio de agua en la privada.,59,sin_agua
QE7AC5FB8D8,T75445AB825,sin_agua,LLEVAMOS HACE VARIOS DÍAS SIN SERVICIO DE AGUA EN LA PRIVADA.,portal,normal,2025-01-24 10:52:00,llevamos hace varios días sin servicio de agua en la privada.,61,sin_agua
QE91C236881,TD93E7F3525,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,portal,alta,2024-02-13 13:09:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
QE0C18FD5E1,TAB633F4546,drenaje,Se regresa el agua del drenaje hacia mi patio desde la semana pasada.,portal,normal,2026-07-24 22:52:00,se regresa el agua del drenaje hacia mi patio desde la semana pasada.,69,drenaje
QF2456F005D,T92ED6C6BBC,atencion,Reporté hace ayer y todavía no viene nadie a revisar.,portal,normal,2025-12-31 08:48:00,reporté hace ayer y todavía no viene nadie a revisar.,53,atencion
Q142E461E93,TDFD5EF1E2B,sin_agua,"No llega agua a mi domicilio desde hace varios días, los vecinos igual.",telefono,normal,2026-05-23 04:14:00,"no llega agua a mi domicilio desde hace varios días, los vecinos igual.",71,sin_agua
QA4B20677A6,T16385BC409,fuga_toma,La llave de banqueta gotea sin parar desde hace tres días.,telefono,urgente,2026-02-08 16:03:00,la llave de banqueta gotea sin parar desde hace tres días.,58,fuga_toma
Q597BB04AE3,TA49FD77129,calidad_agua,"HUELE A CLORO MUY FUERTE Y SABE RARO, NO NOS ATREVEMOS A TOMARLA.",telefono,baja,2026-07-07 17:29:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
Q424D1E6108,T5DA6DABC22,fuga_toma,Creo que tengo una fuga: cerré todo y el medidor sigue girando.,whatsapp,alta,2026-01-28 15:18:00,creo que tengo una fuga: cerré todo y el medidor sigue girando.,63,fuga_toma
QEB02962481,T0B952300A6,fuga_calle,  Fuga  en  la banqueta de 5 de Mayo. El agua no para y huele mal.,telefono,normal,2024-02-16 09:01:00,fuga en la banqueta de 5 de mayo. el agua no para y huele mal.,62,fuga_calle
QDB4A189EDF,TBD7AFAA9AB,fuga_toma,La llave de banqueta gotea sin parar desde desde el lunes.,telefono,urgente,2026-09-03 14:04:00,la llave de banqueta gotea sin parar desde desde el lunes.,58,fuga_toma
QF0E8A72961,T525C93E294,medidor,"Se llevaron el medidor de mi toma, ya no está en la caja.",portal,alta,2024-01-07 19:54:00,"se llevaron el medidor de mi toma, ya no está en la caja.",57,medidor
QC9249FD877,TE62F9D24A2,sin_agua,Llevamos hace tres días sin servicio de agua en la privada.,telefono,normal,2026-03-03 17:49:00,llevamos hace tres días sin servicio de agua en la privada.,59,sin_agua
Q3FF857F8EE,TCDF5CCF9D1,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,whatsapp,normal,2025-12-12 13:56:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
QCA4BD45875,T06E1B5C91E,fuga_toma,La llave de banqueta gotea sin parar desde hace varios días.,telefono,normal,2025-09-13 12:03:00,la llave de banqueta gotea sin parar desde hace varios días.,60,fuga_toma
QF27EBCA40F,T6A0C9518A5,sin_agua,Llevamos el fin de semana sin servicio de agua en la privada.,portal,baja,2026-07-27 11:07:00,llevamos el fin de semana sin servicio de agua en la privada.,61,sin_agua
Q28EFAD5C1A,T7E1F631507,baja_presion,"NO ALCANZA PRESIÓN PARA EL CALENTADOR, EL AGUA LLEGA SIN FUERZA.",telefono,urgente,2025-04-08 18:54:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
QF04318387C,T9A87FD75BB,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,presencial,normal,2026-06-15 18:48:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
QBFE9066276,TA3D7EB0EB6,drenaje,"Registro de alcantarillado tapado en Zaragoza, escurre a la calle.",portal,normal,2025-08-09 07:40:00,"registro de alcantarillado tapado en zaragoza, escurre a la calle.",66,drenaje
Q331DA58222,TE1AA9E77A7,fuga_calle,"  Reporto  fuga  en la vialidad de Allende, el agua corre hacia la esquina.",telefono,baja,2025-10-04 12:37:00,"reporto fuga en la vialidad de allende, el agua corre hacia la esquina.",71,fuga_calle
QA0B68F7AC1,T4CA807AAAE,sin_agua,Tercer día sin agua. Necesitamos saber cuándo se restablece.,telefono,urgente,2026-06-28 02:59:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
Q5A433E4C5D,T71623730B1,medidor,EL MEDIDOR MARCA CONSUMOS ALTÍSIMOS Y SOMOS DOS PERSONAS.,telefono,baja,2024-03-04 10:00:00,el medidor marca consumos altísimos y somos dos personas.,57,medidor
QB9555BD9D4,T62F138B69F,sin_agua,  Tercer  día  sin agua. Necesitamos saber cuándo se restablece.,portal,normal,2025-04-24 13:42:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
QD1E3C5A4D9,T0AF0DD2FE5,sin_agua,TERCER DÍA SIN AGUA. NECESITAMOS SABER CUÁNDO SE RESTABLECE.,telefono,alta,2025-02-12 19:38:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
Q786A0C6207,TD4AA44C620,fuga_calle,"Tiene hace dos semanas brotando agua del pavimento en Reforma, ya se hizo un charco grande.",whatsapp,normal,2024-02-08 12:00:00,"tiene hace dos semanas brotando agua del pavimento en reforma, ya se hizo un charco grande.",91,fuga_calle
Q579DD7D164,T824A68B378,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,portal,alta,2024-04-23 22:33:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
Q981D033D3E,T75AE25B236,baja_presion,"Desde la semana pasada el chorro sale débil, sobre todo en la mañana.",telefono,baja,2024-05-11 17:43:00,"desde la semana pasada el chorro sale débil, sobre todo en la mañana.",69,baja_presion
Q9BEAF389AC,T353F39960E,sin_agua,"Sin abasto en toda la calle Allende, nadie tiene agua.",telefono,normal,2025-12-18 18:12:00,"sin abasto en toda la calle allende, nadie tiene agua.",54,sin_agua
Q1349E36876,T38F3AD60D6,facturacion,ME ESTÁN COBRANDO UN PERIODO QUE YA HABÍA PAGADO EN VENTANILLA.,portal,baja,2024-07-06 10:16:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
QDB3CB041DD,TDEF092A4C5,fuga_calle,  Fuga  en  la banqueta de Reforma. El agua no para y huele mal.,presencial,alta,2024-07-03 12:53:00,fuga en la banqueta de reforma. el agua no para y huele mal.,60,fuga_calle
QFF1CE3CD2C,TE8DF4BFC62,sin_agua,"Sin abasto en toda la calle Guerrero, nadie tiene agua.",portal,normal,2024-05-23 23:00:00,"sin abasto en toda la calle guerrero, nadie tiene agua.",55,sin_agua
Q796C95C397,TD79C86593F,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,telefono,normal,2025-08-09 22:26:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
Q97538BA396,TED624C9B29,sin_agua,Llevamos ayer sin servicio de agua en la privada.,whatsapp,normal,2026-05-17 17:25:00,llevamos ayer sin servicio de agua en la privada.,49,sin_agua
Q710B7B2ECC,T4FB688BCF2,drenaje,El drenaje de Hidalgo está desbordado y huele muy mal.,telefono,alta,2025-05-16 22:11:00,el drenaje de hidalgo está desbordado y huele muy mal.,54,drenaje
Q6686F5DD82,TD950C1321E,sin_agua,"  Sin  abasto  en toda la calle Juárez, nadie tiene agua.",presencial,alta,2025-05-11 19:31:00,"sin abasto en toda la calle juárez, nadie tiene agua.",53,sin_agua
QAF3D143F62,T77D8F1F07B,atencion,Fui a ventanilla y nadie me supo dar información de mi trámite.,telefono,alta,2024-08-24 16:52:00,fui a ventanilla y nadie me supo dar información de mi trámite.,63,atencion
Q844DF61D32,TB28F8F08F4,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,portal,baja,2025-04-05 05:34:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
Q8E0BCFAD18,T5D0DA4A5A3,fuga_calle,"Reporto fuga en la vialidad de Allende, el agua corre hacia la esquina.",telefono,normal,2024-12-17 18:23:00,"reporto fuga en la vialidad de allende, el agua corre hacia la esquina.",71,fuga_calle
Q3AD9C3FCD6,TB5ABA37301,calidad_agua,"Huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",portal,urgente,2026-04-10 06:18:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
QE1EA9A5735,TB5DCDB3D2B,calidad_agua,"El agua trae sedimento, se ve el fondo del vaso sucio.",telefono,alta,2024-01-09 08:34:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
QBEB7A5755E,T0CE7987E4B,calidad_agua,EL AGUA SALE TURBIA Y CON TIERRA DESDE HACE DOS SEMANAS.,telefono,normal,2025-06-30 13:27:00,el agua sale turbia y con tierra desde hace dos semanas.,56,calidad_agua
QF72B228150,T5AB667FA59,fuga_calle,"Hay agua saliendo en la calle Reforma desde hace dos semanas, se está tirando toda.",presencial,urgente,2024-03-19 03:22:00,"hay agua saliendo en la calle reforma desde hace dos semanas, se está tirando toda.",83,fuga_calle
Q1FB16C8D44,TF46C85CB55,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,portal,alta,2026-08-13 00:22:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q0DE6FE110E,TDA01857472,fuga_calle,"Hay agua saliendo en la calle Reforma desde desde el lunes, se está tirando toda.",whatsapp,normal,2024-07-14 00:27:00,"hay agua saliendo en la calle reforma desde desde el lunes, se está tirando toda.",81,fuga_calle
Q5D056B0557,T8237A9AE83,medidor,"Mi medidor está roto, el cristal quebrado y no se lee.",portal,normal,2024-04-23 23:28:00,"mi medidor está roto, el cristal quebrado y no se lee.",54,medidor
Q7AB9776D12,T44E572D176,fuga_calle,"  Hay  agua  saliendo en la calle Independencia desde hace tres días, se está tirando toda.",whatsapp,baja,2025-07-28 20:59:00,"hay agua saliendo en la calle independencia desde hace tres días, se está tirando toda.",87,fuga_calle
Q4FEF08F454,TA60FF3309B,calidad_agua,Sale amarillenta y mancha la ropa al lavar.,whatsapp,alta,2025-09-09 17:42:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
Q28A9E8CA9A,TE5AE06739E,baja_presion,"BAJA PRESIÓN EN INDEPENDENCIA, APENAS LLENA UNA CUBETA EN DIEZ MINUTOS.",portal,normal,2026-01-10 21:44:00,"baja presión en independencia, apenas llena una cubeta en diez minutos.",71,baja_presion
Q2C8F041955,TC97F0C81C8,fuga_calle,"Tiene hace tres días brotando agua del pavimento en Zaragoza, ya se hizo un charco grande.",portal,baja,2026-06-28 01:18:00,"tiene hace tres días brotando agua del pavimento en zaragoza, ya se hizo un charco grande.",90,fuga_calle
Q21E9E3AD5A,TE6221DA147,baja_presion,"  Baja  presión  en Matamoros, apenas llena una cubeta en diez minutos.",whatsapp,urgente,2024-05-17 01:40:00,"baja presión en matamoros, apenas llena una cubeta en diez minutos.",67,baja_presion
QD4370EA741,TACFC1D584E,fuga_calle,"Hay agua saliendo en la calle 5 de Mayo desde hace varios días, se está tirando toda.",whatsapp,alta,2024-12-09 23:36:00,"hay agua saliendo en la calle 5 de mayo desde hace varios días, se está tirando toda.",85,fuga_calle
QACEEFB71F0,T8C8BD1D187,drenaje,"Registro de alcantarillado tapado en Guerrero, escurre a la calle.",whatsapp,alta,2025-05-28 18:59:00,"registro de alcantarillado tapado en guerrero, escurre a la calle.",66,drenaje
Q7CD1F14A0B,TAA4A146A6F,calidad_agua,"  Huele  a  cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",telefono,normal,2024-12-30 17:28:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
Q95587B6470,T827DB403EF,fuga_calle,"Tiene la semana pasada brotando agua del pavimento en Independencia, ya se hizo un charco grande.",portal,normal,2025-05-19 07:26:00,"tiene la semana pasada brotando agua del pavimento en independencia, ya se hizo un charco grande.",97,fuga_calle
Q2D3728A797,T7833B36159,sin_agua,Tercer día sin agua. Necesitamos saber cuándo se restablece.,whatsapp,urgente,2024-06-15 01:11:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
Q1FB43EA375,T81E3CAC404,fuga_calle,"Hay agua saliendo en la calle Morelos desde hace tres días, se está tirando toda.",portal,baja,2024-02-22 11:51:00,"hay agua saliendo en la calle morelos desde hace tres días, se está tirando toda.",81,fuga_calle
Q23555B873B,TC5E02C2AE1,calidad_agua,El agua sale turbia y con tierra desde el fin de semana.,presencial,normal,2026-07-15 14:35:00,el agua sale turbia y con tierra desde el fin de semana.,56,calidad_agua
QA2D94286C6,TD79C86593F,sin_agua,Llevamos la semana pasada sin servicio de agua en la privada.,portal,normal,2025-08-11 15:30:00,llevamos la semana pasada sin servicio de agua en la privada.,61,sin_agua
Q3EAD3A66CB,T5EDC8CD764,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,portal,normal,2026-06-07 20:16:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q263BCBC34A,TA3D7EB0EB6,fuga_calle,Fuga en la banqueta de Allende. El agua no para y huele mal.,presencial,normal,2024-02-01 23:44:00,fuga en la banqueta de allende. el agua no para y huele mal.,60,fuga_calle
Q957AAD8569,T500E1E73A5,fuga_calle,Fuga en la banqueta de 5 de Mayo. El agua no para y huele mal.,telefono,baja,2025-05-02 05:39:00,fuga en la banqueta de 5 de mayo. el agua no para y huele mal.,62,fuga_calle
Q982E22B07F,T1629374829,fuga_toma,La llave de banqueta gotea sin parar desde hace dos semanas.,telefono,alta,2024-06-26 10:24:00,la llave de banqueta gotea sin parar desde hace dos semanas.,60,fuga_toma
